Date,Time,Signal1_Name,Signal2_Name,Signal3_Name,Signal4_Name
5/2/21,6:30:00 PM,0,0,0,1
5/2/21,7:00:00 PM,0,0,0,0
5/2/21,7:30:00 PM,0,0,0,0
5/2/21,8:00:00 PM,1,0,1,0
5/2/21,8:30:00 PM,0,0,0,1
5/2/21,9:00:00 PM,0,0,0,0
5/2/21,9:30:00 PM,0,0,0,0
5/2/21,10:00:00 PM,1,0,0,1
5/2/21,10:30:00 PM,0,0,0,0
5/2/21,11:00:00 PM,0,0,0,0
5/2/21,11:30:00 PM,0,0,0,0
5/3/21,12:00:00 AM,0,1,0,0
5/3/21,12:30:00 AM,0,0,0,0
5/3/21,1:00:00 AM,0,0,0,0
5/3/21,1:30:00 AM,0,0,1,0
5/3/21,2:00:00 AM,0,0,0,0
5/3/21,2:30:00 AM,0,0,0,0
5/3/21,3:00:00 AM,0,0,0,0
5/3/21,3:30:00 AM,1,1,1,0
5/3/21,4:00:00 AM,0,0,0,0
5/3/21,4:30:00 AM,0,0,0,0
5/3/21,5:00:00 AM,0,1,0,0
5/3/21,5:30:00 AM,0,0,0,0
5/3/21,6:00:00 AM,0,0,0,0
5/3/21,6:30:00 AM,0,1,0,1
5/3/21,7:00:00 AM,0,0,0,0
5/3/21,7:30:00 AM,0,0,0,0
5/3/21,8:00:00 AM,1,1,0,0
5/3/21,8:30:00 AM,0,0,0,0